Certamen;Inter./Nacional;Fecha;Cervecería;Cerveza Ganadora;ESTILO;Medalla;Ciudad
BBA, Brazilian International Beer Awards;Internacional;noviembre 2025;Cerveceria Jester Colaboración con Tierra cervecera;nube voladora;Juicy or Hazy India Pale Ale;PLATA;Santiago
BBA, Brazilian International Beer Awards;Internacional;noviembre 2025;Ceveceria FaRio;Golden Ale;Golden or Blonde Ale;BRONCE;coyhaique
BBA, Brazilian International Beer Awards;Internacional;noviembre 2025;ConsedBeer;Malbec!;Sour Italian Grape Ale;BRONCE;Santiago
BBA, Brazilian International Beer Awards;Internacional;noviembre 2025;INIGUEZ;American Stout;American-Style Stout;BRONCE;CONSTITUCION
BBA, Brazilian International Beer Awards;Internacional;noviembre 2025;Mil Demonios;(i?+m)?=0;American-Style Barley Wine Ale;BRONCE;Santiago
BioBio Beer Cup - Chile;Nacional;diciembre 2025;Agua&Sol;La Maravilla es de SanVI;American-Style Sour Ale;Plata;San Vicente de Tagua Tagua
BioBio Beer Cup - Chile;Nacional;diciembre 2025;Agua&Sol;Mañana Me Chanto;Belgian-Style Fruit Beer;Oro;San Vicente de Tagua Tagua
BioBio Beer Cup - Chile;Nacional;diciembre 2025;Alameda Beer C.;Cielito lindo;Golden or Blonde Ale;Bronce;Santiago
BioBio Beer Cup - Chile;Nacional;diciembre 2025;Alameda Beer C.;San Pato;Classic Irish-Style Dry Stout;Bronce;Santiago
BioBio Beer Cup - Chile;Nacional;diciembre 2025;Ayewun;American Chilli Strong;Chili Pepper Beer;Plata;Concepción
BioBio Beer Cup - Chile;Nacional;diciembre 2025;Ayewun;Chili Stout;Chili Pepper Beer;Bronce;Concepción
BioBio Beer Cup - Chile;Nacional;diciembre 2025;Ayewun;Fuerte y Peligrosa;Imperial Red Ale;Bronce;Concepción
BioBio Beer Cup - Chile;Nacional;diciembre 2025;Ayewun;Parque Laguna;Classic English-Style Pale Ale;Bronce;Concepción
BioBio Beer Cup - Chile;Nacional;diciembre 2025;Ayewun;Rebeldía;British-Style Imperial Stout;Plata;Concepción
BioBio Beer Cup - Chile;Nacional;diciembre 2025;Ayewun;Rebeldía;British-Style Imperial Stout;Best of Show PLATA;Chile
BioBio Beer Cup - Chile;Nacional;diciembre 2025;Bodega Intrinsical;Contrabando;Export-Style Stout;Oro;santiago
BioBio Beer Cup - Chile;Nacional;diciembre 2025;Bodega Intrinsical;serie grape Ale chardonnay;Wild Beer;Bronce;santiago
BioBio Beer Cup - Chile;Nacional;diciembre 2025;Bordelago;Don Alfredo;Vienna-Style Lager;Bronce;Puerto Varas
BioBio Beer Cup - Chile;Nacional;diciembre 2025;Bordelago;Kondor und Adler;German-Style Doppelbock;Plata;Puerto Varas
BioBio Beer Cup - Chile;Nacional;diciembre 2025;Bordelago;La gran Sureña;American-Style Fruit Beer;Plata;Puerto Varas
BioBio Beer Cup - Chile;Nacional;diciembre 2025;Bordelago;Los Colonos;Munich-Style Helles;Oro;Puerto Varas
BioBio Beer Cup - Chile;Nacional;diciembre 2025;Bosques;Koiwe;Session India Pale Ale;Plata;Puerto Varas
BioBio Beer Cup - Chile;Nacional;diciembre 2025;Bosques;Tropivaras Stout;Export-Style Stout;Plata;Puerto Varas
BioBio Beer Cup - Chile;Nacional;diciembre 2025;Crápula;Avaricia;Belgian-Style Blonde Ale;Bronce;Concepcion
BioBio Beer Cup - Chile;Nacional;diciembre 2025;Crápula;Soberbia;American-Style India Pale Ale;Bronce;Concepcion
BioBio Beer Cup - Chile;Nacional;diciembre 2025;Doctrina Brewing Co;scottish;Scottish-Style Heavy Ale;Plata;Tomé
BioBio Beer Cup - Chile;Nacional;diciembre 2025;El Regreso;Descenso;West Coast-Style India Pale Ale;Oro;Valdivia
BioBio Beer Cup - Chile;Nacional;diciembre 2025;Fuzz Brewery;hell fish;Irish-Style Red Ale;Bronce;Concepcion
BioBio Beer Cup - Chile;Nacional;diciembre 2025;Fuzz Brewery;serenity;Session India Pale Ale;Bronce;Concepcion
BioBio Beer Cup - Chile;Nacional;diciembre 2025;IGEL;Hazy IPA;Juicy or Hazy Pale Ale;Oro;Villarrica
BioBio Beer Cup - Chile;Nacional;diciembre 2025;IGEL;Hazy IPA;Juicy or Hazy Pale Ale;Chile;Chile
BioBio Beer Cup - Chile;Nacional;diciembre 2025;Jester;Double Hazy Biciclo Dolcita - Citra;Juicy or Hazy Imperial or Double India Pale Ale;Oro;Santiago
BioBio Beer Cup - Chile;Nacional;diciembre 2025;Jolgorio;Menamora;Experimental Beer;Oro;Iquique
BioBio Beer Cup - Chile;Nacional;diciembre 2025;Jolgorio;Verde, Amarillo y Rojo;Chili Pepper Beer;Oro;Iquique
BioBio Beer Cup - Chile;Nacional;diciembre 2025;Kahuin;4:20;South German-Style Kristal Weizen;Oro;Santiago
BioBio Beer Cup - Chile;Nacional;diciembre 2025;KÜLT;Golden Light Lager;American-Style Lager;Bronce;SANTIAGO
BioBio Beer Cup - Chile;Nacional;diciembre 2025;Laiz;Ambar Ale;American-Style Amber/Red Ale;Bronce;Paine
BioBio Beer Cup - Chile;Nacional;diciembre 2025;Luthier;Copacabana Stout;American-Style Stout;Oro;Los Angeles
BioBio Beer Cup - Chile;Nacional;diciembre 2025;Luthier;Gastando Lúpulos;American-Style Pale Ale;Oro;Los Angeles
BioBio Beer Cup - Chile;Nacional;diciembre 2025;Luthier;Luna Roja;Irish-Style Red Ale;Oro;Los Angeles
BioBio Beer Cup - Chile;Nacional;diciembre 2025;Luthier;Remolino Grape Ale;Grape Ale;Plata;Los Angeles
BioBio Beer Cup - Chile;Nacional;diciembre 2025;Mad Charlie's;AMERICAN AMBER ALE;American-Style Amber/Red Ale;Oro;Valdivia
BioBio Beer Cup - Chile;Nacional;diciembre 2025;Monito del Monte;Monito Tepador;Herb and Spice Beer;Plata;Hornopirén
BioBio Beer Cup - Chile;Nacional;diciembre 2025;Mystika;TROPICAL PICA;American-Style Fruited Sour Ale;Bronce;VALDIVIA
BioBio Beer Cup - Chile;Nacional;diciembre 2025;NOGG;American Wheat;American-Style Wheat Beer;Bronce;machali
BioBio Beer Cup - Chile;Nacional;diciembre 2025;NOGG;Make It Better;Juicy or Hazy India Pale Ale;Bronce;machali
BioBio Beer Cup - Chile;Nacional;diciembre 2025;NYD Bier;AVELLANA STOUT;Field Beer;Oro;SANTIAGO
BioBio Beer Cup - Chile;Nacional;diciembre 2025;Porteña;penco is calling;Scottish-Style Export Ale;Oro;Concepcion
BioBio Beer Cup - Chile;Nacional;diciembre 2025;Stu Cerveza;Hazy Ipa;Juicy or Hazy India Pale Ale;Plata;Concepción
BioBio Beer Cup - Chile;Nacional;diciembre 2025;Trippy;MOKATRIP;Coffee Beer;Plata;San Pedro de la Paz
BioBio Beer Cup - Chile;Nacional;diciembre 2025;Trippy;NO BAD DAYS;Scottish-Style Export Ale;Bronce;San Pedro de la Paz
BioBio Beer Cup - Chile;Nacional;diciembre 2025;Trippy;NO RULES;Grape Ale;Best of Show PLATA;San Pedro de la Paz
BioBio Beer Cup - Chile;Nacional;diciembre 2025;Trippy;NO RULES;Grape Ale;Bronce;San Pedro de la Paz
BioBio Beer Cup - Chile;Nacional;diciembre 2025;Trippy;TOCINEITOR;Bamberg-Style Maerzen Rauchbier;Bronce;San Pedro de la Paz
BioBio Beer Cup - Chile;Nacional;diciembre 2025;WIZüFE;Cerveza Amber;American-Style Amber/Red Ale;Plata;Chillan
Concursos Brasil Cup - Brasil;Internacional;agosto 2025;Bordelago;Carpintero Negro;Irish Dry Stout;Plata;Puerto Varas
Concursos Brasil Cup - Brasil;Internacional;agosto 2025;Hasta Pronto Brew. Co.;Fiesta;WC Pils;Plata;Santiago
Concursos Brasil Cup - Brasil;Internacional;agosto 2025;Hasta Pronto Brew. Co.;Foam and Fade;Hazy IPA;Bronce;Santiago
Concursos Brasil Cup - Brasil;Internacional;agosto 2025;Kunstmann;Ale Sin Alcohol;Ale s/Alcohol;Oro;Valdivia
Concursos Brasil Cup - Brasil;Internacional;agosto 2025;Luthier;Desierto Summer Kölsch;Kölsch;Oro;Los Angeles
Concursos Brasil Cup - Brasil;Internacional;agosto 2025;Tamango Brebajes;Westy;WC IPA;Oro;Santiago
Copa ACI - Chile;Nacional;abril 2025;Agua&Sol;La Maravilla es de SanVI;American-Style Sour Ale;Oro;San Vicente de Tagua Tagua
Copa ACI - Chile;Nacional;abril 2025;Alameda Beer C.;San Pato;Classic Irish-Style Dry Stout;Bronce;Santiago
Copa ACI - Chile;Nacional;abril 2025;Altamira;Altamira IPA sin Alcohol;Non-Alcohol Malt Beverage;Plata;Quillota
Copa ACI - Chile;Nacional;abril 2025;Altamira;Altamira Moana Pils;New Zealand-Style Pale Ale;Bronce;Quillota
Copa ACI - Chile;Nacional;abril 2025;Ayewun;American Strong Ale;Imperial Red Ale;Plata;Concepción
Copa ACI - Chile;Nacional;abril 2025;Campera;Campera Imperial Stout;American-Style Imperial Stout;Bronce;Villa Alegre
Copa ACI - Chile;Nacional;abril 2025;Campera;Campera Quadrupel;Belgian-Style Quadrupel;Oro;Villa Alegre
Copa ACI - Chile;Nacional;;Cerveza Soko's;Cosmic Walk;#¡REF!;Best of Show ORO;Santiago
Copa ACI - Chile;Nacional;abril 2025;Colina;Colina Belgian;Belgian-Style Strong Blonde Ale;Bronce;Santiago
Copa ACI - Chile;Nacional;abril 2025;Crápula;Avaricia;Belgian-Style Blonde Ale;Plata;Concepción
Copa ACI - Chile;Nacional;abril 2025;Crápula;Casi Casi;Dessert Stout or Pastry Stout;Bronce;Concepción
Copa ACI - Chile;Nacional;abril 2025;Crápula;Lujuria;American-Style Cream Ale;Plata;Concepción
Copa ACI - Chile;Nacional;abril 2025;Cumbres del Ranco;Porter Tequila;Baltic-Style Porter;Oro;Lago Ranco
Copa ACI - Chile;Nacional;abril 2025;Hasta Pronto Brew. Co.;...Y gracias por los lúpulos;West Coast-Style India Pale Ale;Plata;Santiago
Copa ACI - Chile;Nacional;abril 2025;Hasta Pronto Brew. Co.;Haka Pils;Contemporary American-Style Pilsener;Plata;Santiago
Copa ACI - Chile;Nacional;abril 2025;Hasta Pronto Brew. Co.;Mejor no hablar (de ciertas cosas);American-Style Imperial or Double India Pale Ale;Plata;Santiago
Copa ACI - Chile;Nacional;abril 2025;Hudson;Ámbar ale;Scottish-Style Export Ale;Plata;Coyhaique
Copa ACI - Chile;Nacional;abril 2025;IGEL;Hazy IPA;Juicy or Hazy Pale Ale;Oro;Villarrica
Copa ACI - Chile;Nacional;abril 2025;IGEL;Märzen;American-Style Maerzen/Oktoberfest;Plata;Villarrica
Copa ACI - Chile;Nacional;abril 2025;Indomable;Chorero Porter;Brown Porter;Oro;Hualpén
Copa ACI - Chile;Nacional;abril 2025;Indomable;Nonguen Barrel Aged;Wood & Barrel Aged Beer;Oro;Hualpén
Copa ACI - Chile;Nacional;abril 2025;Indomable;San Sebastian;Belgian-Style Tripel;Plata;Hualpén
Copa ACI - Chile;Nacional;abril 2025;Jester;El Retorno del IBU;American-Style India Pale Ale;Oro;Santiago
Copa ACI - Chile;Nacional;abril 2025;Jester;Luptopia;American-Style Imperial or Double India Pale Ale;Bronce;Santiago
Copa ACI - Chile;Nacional;abril 2025;Keyer;Die Bären;Bamberg-Style Maerzen Rauchbier;Bronce;Quilpué
Copa ACI - Chile;Nacional;abril 2025;KÜLT;KULT;American-Style Amber/Red Ale;Bronce;Santiago
Copa ACI - Chile;Nacional;abril 2025;La Grulla;Nigricolis;American-Style Stout;Plata;Valdivia
Copa ACI - Chile;Nacional;abril 2025;La Montaña;YUTA;Bamberg-Style Maerzen Rauchbier;Plata;Santiago
Copa ACI - Chile;Nacional;abril 2025;Lifer;TORDO;American-Style Imperial Stout;Plata;Chimbarongo
Copa ACI - Chile;Nacional;abril 2025;Luthier;Caja Negra;Brown Porter;Plata;Los Ángeles
Copa ACI - Chile;Nacional;abril 2025;Luthier;Desierto;German-Style Koelsch;Plata;Los Ángeles
Copa ACI - Chile;Nacional;abril 2025;Luthier;Revolver;Belgian-Style Strong Dark Ale;Plata;Los Ángeles
Copa ACI - Chile;Nacional;abril 2025;Mahuida;Quíntuple 5K;Experimental Beer;Bronce;Lautaro
Copa ACI - Chile;Nacional;abril 2025;Mahuida;T.R.I.P;Belgian-Style Tripel;Bronce;Lautaro
Copa ACI - Chile;Nacional;abril 2025;Mowa;MOWA #1;Contemporary American-Style Pilsener;Oro;San Felipe
Copa ACI - Chile;Nacional;abril 2025;Nogg;American Wheat;American-Style Wheat Ale;Plata;Machalí
Copa ACI - Chile;Nacional;abril 2025;Nothus Brew. Co.;session ipa;Session India Pale Ale;Plata;Valdivia
Copa ACI - Chile;Nacional;abril 2025;NYD Bier;AVELLANA STOUT;Best of Show;Bronce;
Copa ACI - Chile;Nacional;abril 2025;NYD Bier;AVELLANA STOUT;Field Beer;Oro;Santiago
Copa ACI - Chile;Nacional;;NYD BIER;AVELLANA STOUT;#¡REF!;Best of Show BRONCE;Santiago
Copa ACI - Chile;Nacional;abril 2025;NYD Bier;Lady in Red;Scottish-Style Export Ale;Bronce;Santiago
Copa ACI - Chile;Nacional;abril 2025;NYD Bier;MAIDEN HOP;American-Style India Pale Lager;Bronce;Santiago
Copa ACI - Chile;Nacional;abril 2025;Prócer;BARBUDO Y PRÓCER SHOW - HAZY IPA;Juicy or Hazy India Pale Ale;Oro;Chillán
Copa ACI - Chile;Nacional;abril 2025;Prócer;DEDOS FLOJOS;West Coast-Style India Pale Ale;Bronce;Chillán
Copa ACI - Chile;Nacional;abril 2025;Prócer;MOMENT;Juicy or Hazy Imperial or Double India Pale Ale;Plata;Chillán
Copa ACI - Chile;Nacional;abril 2025;Prócer;NOT JUICE;Juicy or Hazy India Pale Ale;Plata;Chillán
Copa ACI - Chile;Nacional;abril 2025;Prócer;TODOS LOS DIAS;American-Style Pale Ale;Bronce;Chillán
Copa ACI - Chile;Nacional;abril 2025;Puesco;La Culpa del Gringo;California Common Beer;Bronce;Curarrehue
Copa ACI - Chile;Nacional;abril 2025;Rebelión;Guerra de Chile Chico;American-Style Amber/Red Ale;Plata;Chile Chico
Copa ACI - Chile;Nacional;abril 2025;Reto;Tropikal Sour;American-Style Fruited Sour Ale;Bronce;Santiago
Copa ACI - Chile;Nacional;abril 2025;Rural;La que te dije...;German-Style Doppelbock;Bronce;Litueche
Copa ACI - Chile;Nacional;abril 2025;Rústico;Onix;Export-Style Stout;Bronce;Santiago
Copa ACI - Chile;Nacional;abril 2025;Síbaros;Espresso Mandarina;Coffee Beer;Bronce;Viña del Mar
Copa ACI - Chile;Nacional;abril 2025;Síbaros;Goselada;Contemporary-Style Gose;Bronce;Viña del Mar
Copa ACI - Chile;Nacional;abril 2025;Soko's;Cosmic Walk;Best of Show;Oro;
Copa ACI - Chile;Nacional;abril 2025;Soko's;Cosmic Walk;Belgian-Style Strong Dark Ale;Oro;Santiago
Copa ACI - Chile;Nacional;abril 2025;Tamango Brebajes;Corta Corriente;Juicy or Hazy India Pale Ale;Bronce;Santiago
Copa ACI - Chile;Nacional;abril 2025;Tamango Brebajes;The Green Room;American-Style Pale Ale;Oro;Santiago
Copa ACI - Chile;Nacional;abril 2025;Tübinger;Yincana;American-Style India Pale Ale;Bronce;Santiago
Copa ACI - Chile;Nacional;abril 2025;Viralata;Sour Lab 2;American-Style Fruited Sour Ale;Plata;Valdivia
Copa ACI - Chile;Nacional;abril 2025;Viralata;Yolo;American-Style Amber Lager;Plata;Valdivia
Copa Capital Cervecera - Chile;Nacional;julio 2025;7 Lagos;Pellaifa;Porter;Plata;Valdivia
Copa Capital Cervecera - Chile;Nacional;julio 2025;Agua&Sol;La Maravilla Es De San Vi;Sour Fruit;Bronce;San Vicente de Tagua Tagua
Copa Capital Cervecera - Chile;Nacional;julio 2025;Aguas Libres;Drake;Amber Ale;Bronce;Valdivia
Copa Capital Cervecera - Chile;Nacional;julio 2025;Aguas Libres;Nectapilos c/Viralata;NZ Pale Ale;Plata;Valdivia
Copa Capital Cervecera - Chile;Nacional;julio 2025;Aguas Libres;Neverita;APA;Oro;Valdivia
Copa Capital Cervecera - Chile;Nacional;julio 2025;Bordelago;Zorro Patagónico;Scottish Export;Plata;Puerto Varas
Copa Capital Cervecera - Chile;Nacional;julio 2025;Bosques;Koiwe;Session IPA;Oro;Puerto Varas
Copa Capital Cervecera - Chile;Nacional;julio 2025;Bosques;Lenga;WC IPA;Oro;Puerto Varas
Copa Capital Cervecera - Chile;Nacional;julio 2025;Bukana;Cerveza Ámbar Americana;Amber Ale;Plata;Santiago
Copa Capital Cervecera - Chile;Nacional;julio 2025;Bundor;Belial c/Viralata;Barley Wine;Oro;Valdivia
Copa Capital Cervecera - Chile;Nacional;julio 2025;Bundor;Belzeboo;Imperial Stout;Plata;Valdivia
Copa Capital Cervecera - Chile;Nacional;julio 2025;Bundor;Elfa;Blonde Ale;Plata;Valdivia
Copa Capital Cervecera - Chile;Nacional;julio 2025;Bundor;Freyja;Special Bitter;Plata;Valdivia
Copa Capital Cervecera - Chile;Nacional;julio 2025;Bundor;Nessie;Wee Heavy;Oro;Valdivia
Copa Capital Cervecera - Chile;Nacional;julio 2025;Bunemann;Rubia De Péndulo;Kölsch;Bronce;Valdivia
Copa Capital Cervecera - Chile;Nacional;julio 2025;Byggvir;Conductor Designado;Amber Ale s/Alcohol;Plata;Santiago
Copa Capital Cervecera - Chile;Nacional;julio 2025;Byggvir;Schwarzelager c/Barbudo Growler;Schwarzbier;Oro;Santiago
Copa Capital Cervecera - Chile;Nacional;julio 2025;CERVECERA BUNDOR;BELIAL;#¡REF!;Best of Show;Valdivia
Copa Capital Cervecera - Chile;Nacional;julio 2025;cerveceria maltok;cholga doppel;#¡REF!;Best of Show;Puerto Natales
Copa Capital Cervecera - Chile;Nacional;julio 2025;Cuello Negro;Ambar Cuello Negro;Amber Ale;Bronce;Valdivia
Copa Capital Cervecera - Chile;Nacional;julio 2025;Cuello Negro;Stout Cuello Negro;Export Stout;Oro;Valdivia
Copa Capital Cervecera - Chile;Nacional;julio 2025;Cumbres Del Ranco;Antu C/ Barbudo Growler;Hefeweizen;Plata;Lago Ranco
Copa Capital Cervecera - Chile;Nacional;julio 2025;El Growler;Murta Stout;Stout Fruit;Bronce;Valdivia
Copa Capital Cervecera - Chile;Nacional;julio 2025;El Growler;Pilsen;Italian Pils;Plata;Valdivia
Copa Capital Cervecera - Chile;Nacional;julio 2025;El Regreso;Ambar Lager;Vienna Lager;Plata;Valdivia
Copa Capital Cervecera - Chile;Nacional;julio 2025;El Regreso;Carrot Cake;Pastry Stout;Bronce;Valdivia
Copa Capital Cervecera - Chile;Nacional;julio 2025;El Regreso;Descenso;WC IPA;Plata;Valdivia
Copa Capital Cervecera - Chile;Nacional;julio 2025;El Regreso;Fisura;Robust Porter;Bronce;Valdivia
Copa Capital Cervecera - Chile;Nacional;julio 2025;Elfo Del Bosque;Ira;Irish Red Ale;Plata;Valdivia
Copa Capital Cervecera - Chile;Nacional;julio 2025;Ferisa;Imperial Stout - Ferisa;Imperial Stout;Oro;Santiago
Copa Capital Cervecera - Chile;Nacional;julio 2025;Heráldica;Irish Red Ale;Irish Red Ale;Oro;Lanco
Copa Capital Cervecera - Chile;Nacional;julio 2025;Indomable;Rey De La Araucanía;Hoppy Lager;Bronce;Hualpen
Copa Capital Cervecera - Chile;Nacional;julio 2025;Jester;Biciclo Citra - Mosaic;Doble Hazy IPA;Bronce;Santiago
Copa Capital Cervecera - Chile;Nacional;julio 2025;Kronyssen;Belgian Blonde Ale;Belgian Blonde Ale;Plata;Valdivia
Copa Capital Cervecera - Chile;Nacional;julio 2025;Kunstmann;Ale Sin Alcohol;Ale s/Alcohol;Plata;Valdivia
Copa Capital Cervecera - Chile;Nacional;julio 2025;Kunstmann;Kirsche Agria;Sour Fruit;Plata;Valdivia
Copa Capital Cervecera - Chile;Nacional;julio 2025;La Bota Cervecera;Pinche Gato Con Botas c/Viralata;Hoppy Lager;Oro;Valdivia
Copa Capital Cervecera - Chile;Nacional;julio 2025;La Grulla;Antígona;Scottish Export;Bronce;Valdivia
Copa Capital Cervecera - Chile;Nacional;julio 2025;La Grulla;Grusour;Sour Fruit;Oro;Valdivia
Copa Capital Cervecera - Chile;Nacional;julio 2025;La Grulla;Manchuria;Hazy Pale Ale;Oro;Valdivia
Copa Capital Cervecera - Chile;Nacional;julio 2025;Los Torreones;Belgian Strong;Belgian Strong Ale;Bronce;Valdivia
Copa Capital Cervecera - Chile;Nacional;julio 2025;Los Torreones;Black8;Export Stout;Plata;Valdivia
Copa Capital Cervecera - Chile;Nacional;julio 2025;Mahuida;Perla Negra;Export Stout;Bronce;Lautaro
Copa Capital Cervecera - Chile;Nacional;julio 2025;Mahuida;Quíntuple 5k c/Ketri;Belgian Strong Ale;Bronce;Lautaro
Copa Capital Cervecera - Chile;Nacional;julio 2025;Maltok;Cholga Doble c/ Delito_Beer_CO y Vericcio;Experimental Beer;Oro;Puerto Natales
Copa Capital Cervecera - Chile;Nacional;julio 2025;Mauco;Guiña;IPA;Plata;Viña del Mar
Copa Capital Cervecera - Chile;Nacional;julio 2025;Mauco;Palote;Session IPA;Bronce;Viña del Mar
